id,label
609,3
610,3
611,3
612,6
613,3
614,2
615,0
616,4
617,3
618,4
619,0
620,6
621,6
622,2
623,0
624,0
625,5
626,2
627,2
628,0
629,3
630,2
631,3
632,0
633,5
634,2
635,4
636,3
637,6
638,3
639,6
640,3
641,0
642,4
643,4
644,6
645,6
646,3
647,6
648,3
649,3
650,6
651,4
652,3
653,6
654,4
655,4
656,3
657,4
658,2
659,4
660,2
661,0
662,3
663,2
664,3
665,4
666,6
667,6
668,5
669,6
670,2
671,4
672,6
673,0
674,2
675,4
676,0
677,3
678,4
679,6
680,3
681,5
682,0
683,4
684,0
685,3
686,6
687,5
688,6
689,0
690,6
691,3
692,2
693,6
694,3
695,3
696,3
697,2
698,3
699,3
700,3
701,3
702,2
703,0
704,6
705,3
706,6
707,1
708,3
709,0
710,6
711,5
712,4
713,4
714,6
715,6
716,4
717,3
718,2
719,0
720,6
721,3
722,4
723,5
724,2
725,6
726,5
727,2
728,0
729,2
730,0
731,3
732,3
733,5
734,3
735,0
736,6
737,6
738,0
739,4
740,4
741,4
742,0
743,3
744,0
745,2
746,3
747,6
748,5
749,6
750,6
751,4
752,0
753,4
754,2
755,0
756,0
757,3
758,6
759,6
760,4
761,2
762,4
763,1
764,2
765,6
766,3
767,6
768,5
769,6
770,5
771,5
772,3
773,3
774,0
775,5
776,3
777,2
778,6
779,4
780,3
781,6
782,4
783,4
784,4
785,2
786,3
787,0
788,0
789,5
790,4
791,4
792,0
793,3
794,6
795,3
796,4
797,2
798,4
799,3
800,6
801,3
802,5
803,2
804,2
805,6
806,0
807,3
808,2
809,6
810,3
811,6
812,0
813,6
814,3
815,3
816,3
817,4
818,4
819,3
820,3
821,5
822,5
823,4
824,0
825,4
826,4
827,2
828,3
829,3
830,6
831,4
832,4
833,5
834,2
835,3
836,4
837,0
838,0
839,5
840,4
841,4
842,3
843,2
844,2
845,6
846,3
847,2
848,0
849,3
850,4
851,6
852,3
853,3
854,3
855,6
856,6
857,4
858,2
859,3
860,3
861,3
862,3
863,4
864,4
865,3
866,5
867,3
868,2
869,3
870,6
871,3
872,4
873,5
874,3
875,3
876,3
877,4
878,5
879,3
880,2
881,0
882,6
883,0
884,5
885,4
886,5
887,4
888,0
889,6
890,3
891,0
892,5
893,4
894,3
895,6
896,3
897,3
898,6
899,5
900,0
901,0
902,4
903,2
904,5
905,3
906,0
907,6
908,2
909,0
910,6
911,0
912,5
913,2
914,6
915,6
916,0
917,0
918,6
919,4
920,3
921,6
922,0
923,4
924,2
925,3
926,5
927,4
928,0
929,6
930,0
931,5
932,3
933,5
934,4
935,6
936,6
937,3
938,1
939,2
940,2
941,3
942,2
943,3
944,3
945,4
946,3
947,4
948,6
949,5
950,4
951,3
952,4
953,2
954,3
955,4
956,5
957,4
958,5
959,4
960,3
961,3
962,6
963,6
964,3
965,3
966,4
967,6
968,0
969,2
970,3
971,0
972,3
973,6
974,6
975,3
976,6
977,4
978,6
979,3
980,6
981,5
982,5
983,0
984,4
985,6
986,2
987,3
988,2
989,2
990,3
991,3
992,2
993,0
994,3
995,5
996,6
997,5
998,3
999,6
1000,4
1001,6
1002,3
1003,6
1004,6
1005,0
1006,0
1007,6
1008,2
1009,6
1010,3
1011,6
1012,6
1013,2
1014,0
1015,3
1016,2
1017,3
1018,2
1019,2
1020,6
1021,5
1022,5
1023,0
1024,3
1025,2
1026,4
1027,4
1028,5
1029,0
1030,3
1031,3
1032,1
1033,4
1034,6
1035,4
1036,5
1037,3
1038,0
1039,5
1040,6
1041,6
1042,6
1043,2
1044,3
1045,5
1046,3
1047,3
1048,6
1049,2
1050,4
1051,2
1052,2
1053,0
1054,2
1055,3
1056,3
1057,2
1058,6
1059,2
1060,2
1061,6
1062,2
1063,6
1064,3
1065,4
1066,5
1067,4
1068,4
1069,2
1070,2
1071,2
1072,0
1073,3
1074,3
1075,2
1076,0
1077,5
1078,3
1079,0
1080,3
1081,4
1082,4
1083,6
1084,3
1085,3
1086,4
1087,4
1088,6
1089,0
1090,3
1091,0
1092,3
1093,2
1094,0
1095,6
1096,3
1097,3
1098,3
1099,5
1100,3
1101,4
1102,0
1103,2
1104,0
1105,0
1106,4
1107,3
1108,2
1109,3
1110,2
1111,4
1112,6
1113,3
1114,6
1115,4
1116,0
1117,5
1118,3
1119,6
1120,3
1121,5
1122,6
1123,2
1124,2
1125,0
1126,4
1127,0
1128,4
1129,3
1130,2
1131,1
1132,2
1133,0
1134,2
1135,0
1136,6
1137,0
1138,3
1139,4
1140,5
1141,2
1142,3
1143,3
1144,0
1145,3
1146,5
1147,3
1148,6
1149,0
1150,6
1151,3
1152,4
1153,2
1154,3
1155,5
1156,6
1157,6
1158,4
1159,4
1160,5
1161,2
1162,3
1163,3
1164,4
1165,3
1166,5
1167,4
1168,0
1169,3
1170,3
1171,5
1172,3
1173,3
1174,0
1175,4
1176,3
1177,5
1178,3
1179,6
1180,0
1181,0
1182,4
1183,5
1184,6
1185,4
1186,6
1187,3
1188,4
1189,0
1190,5
1191,2
1192,4
1193,5
1194,4
1195,6
1196,4
1197,2
1198,4
1199,3
1200,4
1201,3
1202,2
1203,2
1204,0
1205,6
1206,3
1207,4
1208,3
1209,3
1210,4
1211,3
1212,5
1213,3
1214,3
1215,4
1216,0
1217,3
1218,3
1219,4
1220,6
1221,6
1222,3
1223,0
1224,3
1225,3
1226,4
1227,4
1228,3
1229,4
1230,2
1231,2
1232,2
1233,3
1234,3
1235,3
1236,3
1237,4
1238,2
1239,2
1240,2
1241,3
1242,3
1243,0
1244,4
1245,5
1246,3
1247,0
1248,6
1249,5
1250,6
1251,5
1252,1
1253,4
1254,3
1255,4
1256,5
1257,6
1258,0
1259,3
1260,2
1261,2
1262,5
1263,6
1264,4
1265,0
1266,2
1267,0
1268,6
1269,3
1270,0
1271,3
1272,6
1273,4
1274,0
1275,5
1276,0
1277,6
1278,6
1279,5
1280,5
1281,2
1282,3
1283,4
1284,0
1285,2
1286,6
1287,6
1288,0
1289,4
1290,2
1291,3
1292,6
1293,4
1294,4
1295,5
1296,6
1297,4
1298,5
1299,3
1300,6
1301,5
1302,3
1303,6
1304,2
1305,3
1306,3
1307,1
1308,3
1309,3
1310,6
1311,6
1312,2
1313,3
1314,5
1315,2
1316,6
1317,3
1318,0
1319,4
1320,5
1321,2
1322,6
1323,6
1324,5
1325,6
1326,3
1327,6
1328,5
1329,4
1330,0
1331,0
1332,3
1333,4
1334,6
1335,2
1336,3
1337,4
1338,3
1339,6
1340,3
1341,3
1342,6
1343,5
1344,6
1345,3
1346,6
1347,6
1348,3
1349,6
1350,3
1351,6
1352,4
1353,5
1354,3
1355,2
1356,4
1357,0
1358,2
1359,6
1360,2
1361,6
1362,3
1363,0
1364,3
1365,5
1366,5
1367,0
1368,3
1369,3
1370,6
1371,4
1372,6
1373,4
1374,0
1375,4
1376,3
1377,2
1378,3
1379,3
1380,3
1381,5
1382,6
1383,3
1384,4
1385,6
1386,6
1387,6
1388,6
1389,3
1390,3
1391,3
1392,3
1393,6
1394,6
1395,3
1396,5
1397,5
1398,5
1399,5
1400,2
1401,3
1402,2
1403,3
1404,2
1405,0
1406,4
1407,2
1408,4
1409,5
1410,4
1411,4
1412,1
1413,2
1414,2
1415,2
1416,3
1417,2
1418,0
1419,0
1420,6
1421,6
1422,2
1423,3
1424,3
1425,6
1426,4
1427,3
1428,3
1429,4
1430,4
1431,5
1432,5
1433,4
1434,3
1435,4
1436,5
1437,3
1438,4
1439,4
1440,3
1441,3
1442,5
1443,0
1444,6
1445,5
1446,5
1447,4
1448,6
1449,4
1450,3
1451,0
1452,0
1453,2
1454,0
1455,5
1456,5
1457,6
1458,3
1459,6
1460,3
1461,4
1462,2
1463,5
1464,6
1465,6
1466,3
1467,6
1468,2
1469,0
1470,3
1471,0
1472,5
1473,6
1474,4
1475,6
1476,0
1477,2
1478,0
1479,3
1480,3
1481,3
1482,3
1483,2
1484,0
1485,2
1486,3
1487,3
1488,5
1489,0
1490,4
1491,6
1492,5
1493,4
1494,2
1495,6
1496,5
1497,6
1498,0
1499,5
1500,6
1501,5
1502,6
1503,6
1504,3
1505,0
1506,0
1507,0
1508,3
1509,6
1510,4
1511,2
1512,5
1513,0
1514,3
1515,2
1516,3
1517,0
1518,3
1519,3
1520,4
1521,6
1522,3
1523,0
1524,2
1525,6
1526,6
1527,4
1528,6
1529,6
1530,4
1531,0
1532,0
1533,3
1534,5
1535,4
1536,5
1537,3
1538,5
1539,3
1540,3
1541,0
1542,2
1543,4
1544,6
1545,2
1546,4
1547,2
1548,3
1549,4
1550,0
1551,2
1552,3
1553,6
1554,3
1555,3
1556,0
1557,3
1558,6
1559,0
1560,6
1561,5
1562,2
1563,6
1564,6
1565,4
1566,3
1567,2
1568,3
1569,2
1570,5
1571,5
1572,3
1573,5
1574,3
1575,6
1576,2
1577,0
1578,5
1579,3
1580,0
1581,0
1582,3
1583,3
1584,4
1585,3
1586,0
1587,5
1588,6
1589,2
1590,2
1591,4
1592,3
1593,6
1594,6
1595,0
1596,4
1597,3
1598,3
1599,3
1600,2
1601,4
1602,5
1603,0
1604,6
1605,2
1606,6
1607,6
1608,4
1609,3
1610,3
1611,4
1612,3
1613,6
1614,6
1615,3
1616,0
1617,0
1618,5
1619,0
1620,0
1621,3
1622,0
1623,0
1624,3
1625,6
1626,4
1627,3
1628,3
1629,5
1630,3
1631,3
1632,1
1633,3
1634,5
1635,3
1636,4
1637,6
1638,6
1639,0
1640,3
1641,6
1642,4
1643,2
1644,6
1645,6
1646,3
1647,2
1648,6
1649,5
1650,6
1651,3
1652,4
1653,4
1654,4
1655,0
1656,0
1657,0
1658,4
1659,4
1660,4
1661,5
1662,3
1663,6
1664,3
1665,4
1666,4
1667,1
1668,6
1669,5
1670,4
1671,3
1672,4
1673,4
1674,5
1675,3
1676,6
1677,3
1678,4
1679,3
1680,4
1681,2
1682,0
1683,4
1684,3
1685,5
1686,5
1687,2
1688,0
1689,5
1690,3
1691,4
1692,3
1693,6
1694,4
1695,3
1696,3
1697,6
1698,2
1699,5
1700,3
1701,3
1702,4
1703,6
1704,6
1705,4
1706,2
1707,2
1708,3
1709,0
1710,3
1711,5
1712,0
1713,6
1714,4
1715,5
1716,6
1717,5
1718,3
1719,0
1720,2
1721,2
1722,5
1723,2
1724,6
1725,0
1726,0
1727,4
1728,4
1729,2
1730,4
1731,4
1732,2
1733,3
1734,5
1735,0
1736,6
1737,3
1738,6
1739,6
1740,4
1741,3
1742,4
1743,5
1744,2
1745,5
1746,6
1747,3
1748,4
1749,2
1750,3
1751,2
1752,4
1753,1
1754,4
1755,4
1756,6
1757,3
1758,2
1759,3
1760,6
1761,0
1762,3
1763,5
1764,2
1765,4
1766,2
1767,0
1768,4
1769,5
1770,4
1771,4
1772,6
1773,2
1774,4
1775,2
1776,4
1777,4
1778,6
1779,4
1780,6
1781,4
1782,4
1783,5
1784,6
1785,4
1786,5
1787,3
1788,5
1789,2
1790,3
1791,2
1792,4
1793,6
1794,3
1795,6
1796,4
1797,6
1798,5
1799,2
1800,4
1801,2
1802,6
1803,1
1804,6
1805,6
1806,6
1807,4
1808,3
1809,6
1810,3
1811,5
1812,2
1813,5
1814,6
1815,5
1816,3
1817,4
1818,6
1819,2
1820,3
1821,5
1822,2
1823,3
1824,4
1825,2
1826,6
1827,3
1828,3
1829,3
1830,6
1831,3
1832,2
1833,0
1834,0
1835,6
1836,4
1837,3
1838,3
1839,3
1840,3
1841,3
1842,5
1843,3
1844,2
1845,2
1846,3
1847,2
1848,3
1849,6
1850,4
1851,3
1852,3
1853,4
1854,6
1855,5
1856,6
1857,0
1858,0
1859,3
1860,0
1861,6
1862,2
1863,5
1864,4
1865,3
1866,4
1867,3
1868,5
1869,3
1870,4
1871,4
1872,5
1873,4
1874,0
1875,5
1876,4
1877,2
1878,2
1879,6
1880,5
1881,3
1882,6
1883,3
1884,0
1885,4
1886,4
1887,4
1888,4
1889,6
1890,6
1891,6
1892,4
1893,0
1894,6
1895,6
1896,5
1897,5
1898,0
1899,1
1900,3
1901,3
1902,4
1903,4
1904,4
1905,1
1906,5
1907,3
1908,4
1909,6
1910,0
1911,3
1912,6
1913,4
1914,3
1915,5
1916,3
1917,0
1918,0
1919,6
1920,2
1921,6
1922,6
1923,6
1924,0
1925,3
1926,0
1927,2
1928,2
1929,6
1930,6
1931,6
1932,0
1933,5
1934,2
1935,3
1936,5
1937,5
1938,2
1939,3
1940,6
1941,3
1942,3
1943,6
1944,5
1945,6
1946,4
1947,6
1948,4
1949,3
1950,4
1951,6
1952,3
1953,2
1954,5
1955,6
1956,2
1957,2
1958,3
1959,6
1960,0
1961,3
1962,2
1963,3
1964,1
1965,4
1966,4
1967,3
1968,6
1969,2
1970,2
1971,0
1972,3
1973,5
1974,6
1975,5
1976,3
1977,5
1978,3
1979,3
1980,2
1981,3
1982,2
1983,6
1984,3
1985,4
1986,2
1987,0
1988,3
1989,6
1990,0
1991,2
1992,0
1993,3
1994,4
1995,2
1996,6
1997,6
1998,3
1999,4
2000,2
2001,3
2002,2
2003,3
2004,4
2005,6
2006,2
2007,3
2008,6
2009,6
2010,3
2011,0
2012,3
2013,4
2014,0
2015,3
2016,4
2017,3
2018,0
2019,2
2020,4
2021,2
2022,3
2023,2
2024,6
2025,2
2026,3
2027,3
2028,4
2029,3
2030,6
2031,2
2032,3
2033,3
2034,5
2035,3
2036,0
2037,4
2038,0
2039,4
2040,5
2041,4
2042,5
2043,5
2044,4
2045,6
2046,0
2047,6
2048,5
2049,4
2050,2
2051,3
2052,6
2053,3
2054,5
2055,1
2056,4
2057,6
2058,2
2059,2
2060,3
2061,0
2062,3
2063,4
2064,5
2065,0
2066,4
2067,4
2068,2
2069,2
2070,2
2071,3
2072,3
2073,4
2074,3
2075,4
2076,3
2077,6
2078,6
2079,0
2080,6
2081,6
2082,0
2083,2
2084,0
2085,3
2086,6
2087,3
2088,4
2089,6
2090,4
2091,3
2092,5
2093,6
2094,3
2095,2
2096,4
2097,3
2098,6
2099,5
2100,6
2101,1
2102,4
2103,6
2104,4
2105,4
2106,3
2107,3
2108,0
2109,3
2110,3
2111,4
2112,3
2113,0
2114,5
2115,3
2116,5
2117,2
2118,3
2119,3
2120,4
2121,4
2122,3
2123,3
2124,2
2125,6
2126,6
2127,0
2128,3
2129,3
2130,3
2131,5
2132,2
2133,4
2134,2
2135,6
2136,6
2137,4
2138,0
2139,3
2140,4
2141,4
2142,2
2143,4
2144,6
2145,2
2146,2
2147,6
2148,0
2149,4
2150,3
2151,4
2152,5
2153,5
2154,3
2155,4
2156,0
2157,2
2158,0
2159,0
2160,6
2161,2
2162,3
2163,3
2164,3
2165,3
2166,3
2167,0
2168,3
2169,3
2170,6
2171,6
2172,4
2173,6
2174,4
2175,6
2176,3
2177,2
2178,2
2179,6
2180,5
2181,3
2182,3
2183,2
2184,5
2185,6
2186,6
2187,2
2188,6
2189,6
2190,3
2191,5
2192,3
2193,4
2194,2
2195,4
2196,4
2197,6
2198,3
2199,3
2200,3
2201,6
2202,3
2203,0
2204,4
2205,3
2206,0
2207,5
2208,2
2209,4
2210,6
2211,2
2212,2
2213,6
2214,3
2215,4
2216,3
2217,4
2218,6
2219,0
2220,2
2221,4
2222,5
2223,0
2224,6
2225,3
2226,5
2227,3
2228,5
2229,5
2230,3
2231,4
2232,3
2233,3
2234,5
2235,4
2236,4
2237,5
2238,3
2239,0
2240,6
2241,3
2242,0
2243,4
2244,2
2245,3
2246,3
2247,6
2248,5
2249,4
2250,0
2251,0
2252,6
2253,3
2254,4
2255,3
2256,4
2257,3
2258,3
2259,0
2260,6
2261,6
2262,4
2263,3
2264,6
2265,2
2266,5
2267,2
2268,4
2269,0
2270,2
2271,4
2272,0
2273,6
2274,6
2275,4
2276,4
2277,6
2278,0
2279,2
2280,4
2281,3
2282,6
2283,3
2284,5
2285,6
2286,3
2287,3
2288,4
2289,6
2290,6
2291,4
2292,6
2293,2
2294,2
2295,3
2296,5
2297,6
2298,4
2299,0
2300,3
2301,4
2302,2
2303,0
2304,6
2305,4
2306,4
2307,4
2308,3
2309,3
2310,1
2311,4
2312,3
2313,4
2314,2
2315,0
2316,0
2317,5
2318,0
2319,3
2320,6
2321,0
2322,2
2323,0
2324,2
2325,0
2326,6
2327,4
2328,3
2329,3
2330,3
2331,4
2332,6
2333,3
2334,2
2335,4
2336,3
2337,5
2338,3
2339,3
2340,3
2341,3
2342,3
2343,2
2344,6
2345,5
2346,4
2347,3
2348,5
2349,3
2350,2
2351,5
2352,6
2353,4
2354,3
2355,0
2356,3
2357,0
2358,2
2359,4
2360,0
2361,4
2362,5
2363,6
2364,5
2365,0
2366,2
2367,0
2368,3
2369,6
2370,6
2371,5
2372,3
2373,6
2374,6
2375,4
2376,6
2377,5
2378,4
2379,6
2380,0
2381,3
2382,0
2383,6
2384,6
2385,6
2386,3
2387,4
2388,5
2389,3
2390,0
2391,3
2392,6
2393,3
2394,6
2395,5
2396,3
2397,6
2398,4
2399,2
2400,4
2401,6
2402,3
2403,5
2404,3
2405,6
2406,0
2407,2
2408,4
2409,3
2410,4
2411,4
2412,6
2413,3
2414,4
2415,3
2416,4
2417,4
2418,4
2419,5
2420,5
2421,4
2422,3
2423,2
2424,2
2425,4
2426,2
2427,3
2428,3
2429,2
2430,2
2431,4
2432,3
2433,6
2434,3
2435,5
2436,6
2437,4
2438,2
2439,0
2440,4
2441,3
2442,6
2443,4
2444,3
2445,0
2446,6
2447,0
2448,0
2449,3
2450,2
2451,0
2452,6
2453,6
2454,4
2455,6
2456,6
2457,6
2458,6
2459,0
2460,3
2461,0
2462,6
2463,0
2464,3
2465,5
2466,6
2467,6
2468,4
2469,6
2470,0
2471,4
2472,5
2473,6
2474,3
2475,2
2476,0
2477,6
2478,5
2479,4
2480,3
2481,6
2482,0
2483,4
2484,3
2485,1
2486,0
2487,4
2488,4
2489,6
2490,6
2491,4
2492,3
2493,2
2494,0
2495,2
2496,0
2497,3
2498,5
2499,6
2500,6
2501,3
2502,2
2503,4
2504,4
2505,3
2506,3
2507,6
2508,3
2509,1
2510,4
2511,6
2512,4
2513,3
2514,3
2515,2
2516,5
2517,6
2518,3
2519,4
2520,5
2521,0
2522,4
2523,3
2524,0
2525,3
2526,3
2527,5
2528,4
2529,3
2530,4
2531,0
2532,3
2533,5
2534,6
2535,4
2536,2
2537,0
2538,6
2539,0
2540,2
2541,3
2542,0
2543,3
2544,3
2545,3
2546,2
2547,6
2548,5
2549,3
2550,4
2551,5
2552,2
2553,3
2554,6
2555,2
2556,4
2557,0
2558,6
2559,6
2560,6
2561,4
2562,5
2563,3
2564,0
2565,3
2566,2
2567,2
2568,3
2569,3
2570,6
2571,5
2572,4
2573,5
2574,0
2575,5
2576,3
2577,3
2578,2
2579,5
2580,3
2581,2
2582,3
2583,6
2584,3
2585,3
2586,0
2587,6
2588,5
2589,3
2590,3
2591,2
2592,4
2593,4
2594,3
2595,6
2596,2
2597,0
2598,3
2599,2
2600,2
2601,1
2602,0
2603,3
2604,3
2605,4
2606,3
2607,6
2608,0
2609,0
2610,0
2611,3
2612,3
2613,3
2614,3
2615,3
2616,3
2617,2
2618,3
2619,4
2620,3
2621,3
2622,3
2623,1
2624,2
2625,5
2626,4
2627,3
2628,4
2629,5
2630,4
2631,2
2632,0
2633,3
2634,2
2635,0
2636,6
2637,5
2638,4
2639,3
2640,2
2641,3
2642,3
2643,0
2644,2
2645,3
2646,6
2647,5
2648,6
2649,3
2650,3
2651,6
2652,2
2653,0
2654,5
2655,3
2656,4
2657,2
2658,4
2659,0
2660,4
2661,3
2662,3
2663,3
2664,3
2665,4
2666,6
2667,4
2668,4
2669,4
2670,5
2671,4
2672,0
2673,2
2674,6
2675,6
2676,3
2677,4
2678,6
2679,5
2680,0
2681,4
2682,2
2683,3
2684,3
2685,3
2686,2
2687,4
2688,6
2689,3
2690,0
2691,6
2692,0
2693,3
2694,6
2695,3
2696,3
2697,3
2698,3
2699,0
2700,6
2701,2
2702,2
2703,2
2704,4
2705,4
2706,4
2707,0
2708,0
2709,0
2710,3
2711,2
2712,5
2713,0
2714,5
2715,3
2716,4
2717,6
2718,3
2719,3
2720,3
2721,3
2722,5
2723,2
2724,6
2725,4
2726,3
2727,6
2728,6
2729,4
2730,0
2731,2
2732,4
2733,0
2734,5
2735,0
2736,2
2737,2
2738,0
2739,4
2740,0
2741,4
2742,6
2743,2
2744,3
2745,6
2746,4
2747,2
2748,4
2749,2
2750,4
2751,2
2752,3
2753,5
2754,1
2755,1
2756,3
2757,0
2758,6
2759,2
2760,5
2761,3
2762,6
2763,3
2764,5
2765,6
2766,4
2767,3
2768,5
2769,0
2770,3
2771,3
2772,3
2773,3
2774,6
2775,4
2776,2
2777,6
2778,3
2779,0
2780,4
2781,6
2782,6
2783,5
2784,5
2785,3
2786,2
2787,0
2788,6
2789,2
2790,2
2791,3
2792,3
2793,5
2794,4
2795,4
2796,3
2797,0
2798,6
2799,4
2800,6
2801,2
2802,0
2803,3
2804,4
2805,4
2806,4
2807,6
2808,4
2809,4
2810,3
2811,4
2812,3
2813,4
2814,6
2815,0
2816,3
2817,2
2818,6
2819,4
2820,3
2821,5
2822,6
2823,6
2824,2
2825,3
2826,6
2827,6
2828,3
2829,6
2830,4
2831,6
2832,3
2833,2
2834,0
2835,3
2836,6
2837,6
2838,2
2839,3
2840,3
2841,3
2842,2
2843,0
2844,5
2845,3
2846,0
2847,6
2848,0
2849,0
2850,4
2851,0
2852,2
2853,2
2854,5
2855,0
2856,5
2857,6
2858,6
2859,6
2860,4
2861,5
2862,2
2863,6
2864,2
2865,5
2866,3
2867,4
2868,0
2869,1
2870,6
2871,5
2872,3
2873,1
2874,4
2875,0
2876,4
2877,2
2878,5
2879,6
2880,2
2881,3
2882,3
2883,2
2884,4
2885,5
2886,3
2887,2
2888,5
2889,6
2890,0
2891,4
2892,6
2893,4
2894,5
2895,3
2896,6
2897,2
2898,5
2899,3
2900,6
2901,6
2902,6
2903,5
2904,6
2905,6
2906,3
2907,4
2908,6
2909,4
2910,3
2911,2
2912,3
2913,2
2914,2
2915,3
2916,5
2917,3
2918,2
2919,6
2920,6
2921,6
2922,4
2923,3
2924,2
2925,3
2926,0
2927,2
2928,6
2929,0
2930,6
2931,4
2932,4
2933,5
2934,2
2935,2
2936,6
2937,6
2938,0
2939,5
2940,3
2941,3
2942,6
2943,0
2944,4
2945,6
2946,6
2947,5
2948,3
2949,3
2950,4
2951,4
2952,3
2953,3
2954,0
2955,5
2956,4
2957,0
2958,5
2959,5
2960,4
2961,4
2962,0
2963,3
2964,6
2965,5
2966,4
2967,5
2968,4
2969,3
2970,4
2971,4
2972,3
2973,3
2974,2
2975,3
2976,3
2977,3
2978,3
2979,3
2980,3
2981,0
2982,5
2983,4
2984,3
2985,3
2986,4
2987,0
2988,3
2989,2
2990,5
2991,3
2992,3
2993,3
2994,3
2995,2
2996,3
2997,4
